"Project","Issue Type","File Name","Element","Line No","Activity","Comment"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\snap_scan_searching_layout_icons.xml","TextView","8",,"android:textSize:9.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\snap_scan_searching_layout_icons.xml","TextView","9",,"android:textSize:9.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\snap_scan_search_for_tag_item.xml","ImageButton","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\snap_scan_search_for_tag_item.xml","ImageButton","5",,"android:layout_width:25.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\snap_scan_see_more_tag_item.xml","ImageButton","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\snap_scan_tags_layout.xml","ImageView","13",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\social_connect_debug_settings.xml","EditText","14",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\splash_screen.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\split_product_items.xml","ImageView","18",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\sso_splash_screen.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\sso_splash_screen.xml","TextView","7",,"android:textSize:11.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_asin_recyclerview_item.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_bottomsheet.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_bottomsheet.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_category_recyclerview_item.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_category_recyclerview_item.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_category_recyclerview_item.xml","TextView","8",,"android:textSize:10.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_exit_dialog.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_exit_dialog.xml","Button","7",,"android:minWidth:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_exit_dialog.xml","Button","7",,"android:minHeight:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_exit_dialog.xml","Button","8",,"android:minWidth:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_exit_dialog.xml","Button","8",,"android:minHeight:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_layout.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_layout.xml","ImageView","8",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_layout.xml","ImageView","9",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_layout.xml","ImageView","12",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_layout.xml","ImageView","13",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\stickrs_network_error_message_view.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\tap_to_search_layout.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\tap_to_search_layout.xml","TextView","11",,"android:textSize:10.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\tap_to_search_layout.xml","TextView","12",,"android:textSize:10.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\tap_to_search_layout.xml","TextView","13",,"android:textSize:10.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\tap_to_search_layout.xml","TextView","14",,"android:textSize:10.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\tap_to_search_parent_layout.xml","ImageView","8",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\tap_to_search_parent_layout.xml","ImageView","13",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\thumbnail.xml","ImageView","3",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_debug.xml","EditText","11",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_debug.xml","EditText","26",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_debug.xml","EditText","35",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_debug.xml","EditText","47",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_debug.xml","EditText","56",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_debug_show_more_logs.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_first_run_header.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_first_run_header.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_first_run_page.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_page_view.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_page_view.xml","ImageView","11",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_page_view.xml","ImageView","12",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_page_view.xml","ImageView","14",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_page_view.xml","ImageView","18",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_top_panel.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_top_panel.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_top_panel.xml","ImageView","8",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_home_top_panel.xml","ImageView","10",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_inactive_deal_pop_up.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_inactive_deal_pop_up.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_inactive_deal_pop_up.xml","ImageView","7",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_inactive_deal_pop_up.xml","ImageView","10",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","Button","5",,"android:layout_width:20.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","Button","5",,"android:layout_height:20.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","7",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","9",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","Button","16",,"android:layout_height:40.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","17",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","20",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","22",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","24",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_poke_the_truck.xml","ImageView","26",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_stop_list_view_item.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\treasure_truck_stop_list_view_item.xml","Button","12",,"android:layout_height:35.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\upgrade_dialog.xml","Button","9",,"android:layout_width:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","12",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","12",,"android:layout_height:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","12",,"android:textSize:10.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","28",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","28",,"android:layout_height:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","28",,"android:textSize:10.0sp"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","33",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_activity_voice_debug.xml","EditText","33",,"android:layout_height:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_disambiguation_list_item.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_first_run_buttons.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_fragment_first_run.xml","ListView","8",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_fragment_listening_processing.xml","ImageView","12",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_mic_tap_button.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_try_again_buttons.xml","ImageView","7",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\va_try_again_buttons.xml","ImageView","14",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_all_matched_items_view.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_all_matched_items_view.xml","ListView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_sliding_drawer.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_text_search_dialog_item_row.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","13",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","15",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","16",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","17",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","19",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","20",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","21",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","22",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","24",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","ImageView","26",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","Button","29",,"android:layout_height:35.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_tutorial.xml","Button","30",,"android:layout_height:35.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_two_options_dialog.xml","Button","9",,"android:layout_width:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_two_options_dialog.xml","Button","9",,"android:layout_height:45.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_two_options_dialog.xml","Button","11",,"android:layout_width:0.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\view_it_two_options_dialog.xml","Button","11",,"android:layout_height:45.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","27",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","30",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","33",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","35",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","38",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","41",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","44",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","47",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","50",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","52",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","54",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","56",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","59",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","62",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","65",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_debug_settings.xml","EditText","68",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Small Text Size","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\web_home_bar.xml","TextView","6",,"android:textSize:11.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\weinre_debug_settings.xml","EditText","12",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\weinre_debug_settings.xml","EditText","14",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\whole_page_error_view.xml","ImageView","6",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","Untouchable Target","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\whole_page_error_view.xml","Button","11",,"android:layout_height:45.0dip"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\wishlist_chooser_item.xml","ImageView","5",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\wish_list_bottom_sheet_menu_item.xml","ImageView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\wp_wishlist_picker.xml","ListView","4",,"android:contentDescription:null"
"Amazon Shopping_v12.6.0.100_apkpure.com","No Content Description","Amazon Shopping_v12.6.0.100_apkpure.com\res\layout\wp_wishlist_picker_cell.xml","ImageView","6",,"android:contentDescription:null"
